"date","hits","keyword","geo","time","gprop","category","state"
2024-10-17,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-18,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-19,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-20,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-21,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-22,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-23,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-24,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-25,3,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-26,4,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-27,3,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-28,3,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-29,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-30,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-10-31,3,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-01,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-02,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-03,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-04,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-05,3,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-06,5,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-07,9,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-08,7,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-09,7,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-10,4,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-11,4,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-12,5,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-13,5,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-14,4,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-15,4,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-16,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-17,0,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-18,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-19,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-20,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-21,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-22,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-23,1,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-24,1,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-25,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-26,10,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-27,6,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-28,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-29,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-11-30,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-12-01,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-12-02,2,"tariff","US-MI","today 3-m","web",0,"US-MI"
2024-09-02,6,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-03,6,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-04,6,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-05,7,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-06,7,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-07,8,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-08,7,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-09,8,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-10,6,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-11,52,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-12,19,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-13,14,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-14,11,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-15,11,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-16,11,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-17,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-18,13,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-19,8,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-20,10,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-21,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-22,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-23,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-24,10,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-25,11,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-26,11,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-27,9,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-28,8,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-29,9,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-30,10,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-01,8,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-02,25,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-03,15,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-04,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-05,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-06,9,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-07,11,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-08,11,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-09,10,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-10,9,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-11,10,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-12,10,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-13,9,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-14,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-15,9,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-16,11,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-17,11,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-18,13,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-19,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-20,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-21,14,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-22,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-23,15,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-24,15,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-25,16,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-26,15,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-27,18,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-28,19,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-29,15,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-30,18,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-10-31,20,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-01,23,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-02,17,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-03,23,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-04,26,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-05,40,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-06,100,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-07,60,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-08,36,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-09,29,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-10,19,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-11,17,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-12,14,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-13,10,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-14,12,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-15,8,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-16,9,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-17,7,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-18,8,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-19,8,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-20,8,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-21,7,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-22,7,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-23,6,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-24,6,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-25,7,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-26,6,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-27,5,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-28,5,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-29,5,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-11-30,4,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-12-01,6,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-12-02,6,"abortion","US-MI","today 3-m","web",0,"US-MI"
2024-09-02,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-03,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-04,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-05,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-06,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-07,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-08,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-09,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-10,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-11,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-12,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-13,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-14,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-15,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-16,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-17,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-18,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-19,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-20,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-21,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-22,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-23,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-24,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-25,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-26,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-27,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-28,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-29,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-30,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-01,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-02,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-03,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-04,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-05,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-06,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-07,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-08,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-09,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-10,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-11,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-12,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-13,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-14,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-15,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-16,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-17,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-18,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-19,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-20,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-21,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-22,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-23,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-24,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-25,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-26,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-27,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-28,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-29,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-30,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-10-31,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-01,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-02,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-03,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-04,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-05,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-06,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-07,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-08,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-09,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-10,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-11,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-12,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-13,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-14,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-15,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-16,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-17,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-18,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-19,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-20,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-21,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-22,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-23,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-24,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-25,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-26,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-27,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-28,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-29,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-11-30,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-12-01,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-12-02,0,"migrant crime","US-PA","today 3-m","web",0,"US-PA"
2024-09-02,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-03,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-04,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-05,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-06,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-07,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-08,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-09,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-10,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-11,24,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-12,8,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-13,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-14,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-15,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-16,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-17,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-18,7,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-19,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-20,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-21,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-22,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-23,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-24,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-25,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-26,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-27,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-28,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-29,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-30,8,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-01,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-02,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-03,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-04,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-05,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-06,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-07,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-08,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-09,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-10,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-11,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-12,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-13,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-14,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-15,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-16,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-17,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-18,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-19,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-20,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-21,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-22,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-23,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-24,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-25,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-26,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-27,8,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-28,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-29,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-30,7,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-10-31,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-01,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-02,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-03,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-04,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-05,14,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-06,82,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-07,65,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-08,33,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-09,19,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-10,15,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-11,14,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-12,13,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-13,11,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-14,6,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-15,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-16,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-17,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-18,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-19,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-20,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-21,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-22,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-23,5,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-24,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-25,4,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-26,3,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-27,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-28,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-29,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-11-30,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-12-01,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-12-02,2,"Project 2025","US-PA","today 3-m","web",0,"US-PA"
2024-09-02,2,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-03,2,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-04,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-05,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-06,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-07,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-08,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-09,2,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-10,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-11,8,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-12,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-13,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-14,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-15,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-16,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-17,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-18,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-19,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-20,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-21,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-22,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-23,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-24,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-25,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-26,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-27,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-28,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-29,6,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-09-30,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-01,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-02,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-03,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-04,2,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-05,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-06,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-07,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-08,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-09,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-10,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-11,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-12,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-13,6,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-14,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-15,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-16,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-17,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-18,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-19,3,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-20,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-21,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-22,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-23,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-24,6,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-25,4,"transgender","US-PA","today 3-m","web",0,"US-PA"
2024-10-26,5,"transgender","US-PA","today 3-m","web",0,"US-PA"
